dgp,noise,shift_family,method,severity,coverage_mean,coverage_sd,coverage_gap_mean,coverage_deficit_mean,width_mean,interval_score_mean,infinite_fraction_mean,ess_ratio_mean,weight_cv_mean,max_normalized_weight_mean,shift_auc_mean,mmd2_mean,log_weight_rmse_mean,log_weight_mae_mean,log_weight_corr_mean,est_to_oracle_ess_ratio_mean,coverage_se,coverage_ci95_low,coverage_ci95_high
linear,gaussian,mean,Estimated-WCP-Sensitivity,0.0,0.9007733333333333,0.008710474603377942,0.0070666666666666066,0.0031466666666666566,3.3194514326491595,4.148007276453345,0.0,0.9690246847633374,0.1751418066479559,0.0022519885607745066,0.50201148,0.0037278638262534633,0.170928821625497,0.1240107258453747,,0.9690246847633373,0.0015903078089486546,0.8975207886623564,0.9040258780043102
linear,gaussian,mean,Estimated-WCP-Sensitivity,0.5,0.9009466666666667,0.00934340015394725,0.007239999999999946,0.003146666666666653,3.3198398333067174,4.14107014138575,0.0,0.8070276849739721,0.4882280671097036,0.00499680422816328,0.6297060266666666,0.016358922013613168,0.19977777774409936,0.14635926126585386,0.9200634990008045,1.0329423934293718,0.0017058636760380504,0.8974577837109962,0.9044355496223372
linear,gaussian,mean,Estimated-WCP-Sensitivity,1.0,0.9015066666666667,0.017664047517843805,0.014066666666666616,0.0062799999999999835,3.3461680077035165,4.162249050940974,7.999999999998667e-05,0.43383809528517514,1.156692760456179,0.01599706678318468,0.75767956,0.056953079841686675,0.3754712526100388,0.265731126198289,0.9677995665957907,1.1278314867211319,0.0032249990941220635,0.8949108029235171,0.9081025304098163
linear,gaussian,mean,Estimated-WCP-Sensitivity,1.5,0.9064,0.02432991630865605,0.019093333333333278,0.006346666666666657,3.3895289112620337,4.19898816650361,0.01827999999999996,0.14408843344247746,2.7144986537423024,0.05512039277637668,0.8546324266666667,0.11746015764822072,0.7967008089497978,0.5465476822600647,0.9544429517751635,0.9658680402183746,0.004442014661487914,0.8973150599435369,0.9154849400564631
linear,gaussian,mean,Estimated-WCP-Sensitivity,2.0,0.9104666666666666,0.032627482950392576,0.025719999999999948,0.00762666666666666,3.399191797103599,4.280328457324257,0.10578666666666663,0.05851248645460627,5.019966638604827,0.12013329962370653,0.9212727733333334,0.19162211627366985,1.454570865346483,1.0375941866720666,0.9283923898035877,0.9700416545334549,0.005956936135515075,0.8982833643060197,0.9226499690273136
linear,gaussian,mean,Oracle-WCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,0.0,0.0,1.0,1.0,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,mean,Oracle-WCP-Ridge,0.5,0.9020266666666666,0.00911773313226839,0.007093333333333289,0.002533333333333323,3.330686806651613,4.141158375028729,0.0,0.7813800270934198,0.5289182167330333,0.004414590436043323,,0.016358922013613168,0.0,0.0,1.0,1.0,0.0016646627032852106,0.8986220491617549,0.9054312841715784
linear,gaussian,mean,Oracle-WCP-Ridge,1.0,0.9019466666666667,0.0178705639942131,0.01466666666666663,0.006359999999999993,3.3459608179304134,4.162534394156278,0.0,0.38377901775709533,1.2723847311568568,0.015510306976531009,,0.056953079841686675,0.0,0.0,1.0,1.0,0.0032627036716567116,0.8952736884038992,0.9086196449294341
linear,gaussian,mean,Oracle-WCP-Ridge,1.5,0.9074266666666666,0.023239842917941057,0.018519999999999943,0.005546666666666649,3.405812940703666,4.1956646496707855,0.008946666666666632,0.14286642234893698,2.532544241000982,0.043342084820847095,,0.11746015764822072,0.0,0.0,1.0,1.0,0.004242995399677666,0.8987487667038131,0.9161045666295201
linear,gaussian,mean,Oracle-WCP-Ridge,2.0,0.9152133333333333,0.03020088755641796,0.02643999999999993,0.0056133333333333235,3.4733961154324287,4.288610320800158,0.09363999999999996,0.0546006640645741,4.556962595971803,0.0961325283733394,,0.19162211627366985,0.0,0.0,1.0,1.0,0.0055139024571090635,0.9039361365842256,0.9264905300824411
linear,gaussian,mean,SCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,mean,SCP-Ridge,0.5,0.9006266666666666,0.008202730131437672,0.006653333333333293,0.0030133333333333236,3.31718167462183,4.140149662045741,0.0,1.0,0.0,0.001,,0.016358922013613168,,,,,0.0014976067753719095,0.8975637168974172,0.9036896164359159
linear,gaussian,mean,SCP-Ridge,1.0,0.8989466666666667,0.010012672430245681,0.00787999999999995,0.004466666666666657,3.31718167462183,4.150218129227769,0.0,1.0,0.0,0.001,,0.056953079841686675,,,,,0.0018280555169852106,0.8952078733358643,0.9026854599974691
linear,gaussian,mean,SCP-Ridge,1.5,0.9017333333333333,0.009440825991527383,0.00765333333333328,0.00295999999999999,3.31718167462183,4.152699030427757,0.0,1.0,0.0,0.001,,0.11746015764822072,,,,,0.0017236511190135413,0.8982080709720316,0.905258595694635
linear,gaussian,mean,SCP-Ridge,2.0,0.8999333333333334,0.00845733035783808,0.006706666666666633,0.0033866666666666563,3.31718167462183,4.174838715167732,0.0,1.0,0.0,0.001,,0.19162211627366985,,,,,0.0015440902044203848,0.8967753142771261,0.9030913523895406
linear,gaussian,mixture,CQR-GBR,0.0,0.9002533333333333,0.010793859471887286,0.00934666666666662,0.004546666666666654,4.455768170812781,5.550571092848654,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0019706801050978218,0.8962228399672261,0.9042838266994406
linear,gaussian,mixture,CQR-GBR,0.5,0.8975466666666667,0.011518492877148442,0.008746666666666627,0.005599999999999994,4.52941954484538,5.660464801086266,0.0,1.0,0.0,0.001,,0.006594697609768034,,,,,0.002102979459092261,0.893245590740135,0.9018477425931984
linear,gaussian,mixture,CQR-GBR,1.0,0.89904,0.011264641047589327,0.00847999999999997,0.00471999999999999,4.623428312407611,5.81067789421115,0.0,1.0,0.0,0.001,,0.014872026504538245,,,,,0.0020566326679877667,0.8948337139044529,0.903246286095547
linear,gaussian,mixture,CQR-GBR,1.5,0.8964,0.01161972164186744,0.009839999999999943,0.006719999999999973,4.6981195512102065,5.946450868990685,0.0,1.0,0.0,0.001,,0.0292606170283671,,,,,0.002121461218393921,0.8920611246315058,0.9007388753684942
linear,gaussian,mixture,CQR-GBR,2.0,0.8948266666666667,0.015830458057139417,0.01237333333333327,0.00877333333333331,4.785827781686025,6.076766399818899,0.0,1.0,0.0,0.001,,0.049240789153813996,,,,,0.0028902329911782215,0.8889154764804391,0.9007378568528942
linear,gaussian,mixture,Estimated-WCP-Primary,0.0,0.90064,0.008601266947575105,0.0068533333333332695,0.0031066666666666565,3.318802671581787,4.1479436559517,0.0,0.9550426617368609,0.212110043700626,0.00265061216472908,0.5020142266666666,0.0037278638262534633,0.20425659742420135,0.148286609088915,,0.9550426617368609,0.0015703693101034968,0.8974282341378809,0.9038517658621191
linear,gaussian,mixture,Estimated-WCP-Primary,0.5,0.9004933333333334,0.010887098765981224,0.00921333333333329,0.004359999999999987,3.3212835783743087,4.147852572691012,0.00013333333333331334,0.8620957417380875,0.3984167370704371,0.0057960250091953205,0.5425151199999999,0.006594697609768034,0.23264769021689408,0.17171805764070136,0.6100789230333212,1.4215390371539902,0.001987703193304858,0.8964280238426244,0.9045586428240423
linear,gaussian,mixture,Estimated-WCP-Primary,1.0,0.9024,0.012141237794080712,0.010026666666666597,0.003813333333333313,3.3299656330237464,4.147027816911457,0.00283999999999996,0.6943527066833532,0.6737375244596442,0.011343103820779942,0.59140304,0.014872026504538245,0.25980715075965066,0.1906996214598296,0.7297491360782533,2.289943111137289,0.0022166766052840897,0.8978663872998509,0.906933612700149
linear,gaussian,mixture,Estimated-WCP-Primary,1.5,0.9062800000000001,0.012710527811282261,0.010733333333333284,0.0022266666666666602,3.361244469843448,4.138962620560853,0.012426666666666622,0.5107992206320684,1.0567729228027323,0.02040212097750699,0.63452336,0.0292606170283671,0.2698541079988363,0.20071051808995638,0.8098105867540863,2.8330488656863784,0.0023206142666786873,0.9015338109138328,0.9110261890861674
linear,gaussian,mixture,Estimated-WCP-Primary,2.0,0.9086266666666667,0.019509200894455684,0.016439999999999948,0.003906666666666667,3.38107190820808,4.168932818240817,0.0331333333333333,0.3527022058911718,1.4939666804875917,0.029734955450730946,0.68109248,0.049240789153813996,0.29127706844363654,0.2164566426233717,0.846961250545739,3.2288439306134,0.0035618764695977806,0.9013418113294304,0.915911522003903
linear,gaussian,mixture,Estimated-WCP-Sensitivity,0.0,0.9007733333333333,0.008710474603377942,0.0070666666666666066,0.0031466666666666566,3.3194514326491595,4.148007276453345,0.0,0.9690246847633374,0.1751418066479559,0.0022519885607745066,0.50201148,0.0037278638262534633,0.170928821625497,0.1240107258453747,,0.9690246847633373,0.0015903078089486546,0.8975207886623564,0.9040258780043102
linear,gaussian,mixture,Estimated-WCP-Sensitivity,0.5,0.9007066666666667,0.010687115456549032,0.009026666666666612,0.00415999999999998,3.321481711538672,4.147565454424241,2.666666666666e-05,0.9024402981186351,0.3274514435665891,0.004664718784752467,0.5428816399999999,0.006594697609768034,0.19779281902798626,0.14250131639739763,0.6331261795259384,1.493440217055111,0.0019511914034046755,0.8967160321709489,0.9046973011623844
linear,gaussian,mixture,Estimated-WCP-Sensitivity,1.0,0.9023866666666667,0.011318819645215637,0.009453333333333286,0.0035333333333333167,3.3282148273055854,4.1454412646179435,0.0012266666666666233,0.7818843371898809,0.5281241917998863,0.008433784959329078,0.5919505333333334,0.014872026504538245,0.22283825415488914,0.1589400039505971,0.7538110284995396,2.6825157639466894,0.002066524281339075,0.898160149950285,0.9066131833830483
linear,gaussian,mixture,Estimated-WCP-Sensitivity,1.5,0.9058266666666667,0.010796006072915892,0.0091066666666666,0.0016399999999999965,3.3539461287782517,4.133476591120989,0.006493333333333286,0.6360376497377567,0.7773295558505933,0.01387419109874037,0.6350893333333333,0.0292606170283671,0.23642734771409646,0.17246725160884382,0.831726293947695,3.7394602921914624,0.0019710720190329323,0.9017953717465622,0.9098579615867711
linear,gaussian,mixture,Estimated-WCP-Sensitivity,2.0,0.9073333333333333,0.016243435455663282,0.014159999999999933,0.0034133333333333233,3.3720249435060405,4.155867854056135,0.01926666666666661,0.5003059119520016,1.0416294007694775,0.019156771205215202,0.6819685999999999,0.049240789153813996,0.2640637527862789,0.19821589035068352,0.8700844394496173,4.776767196938747,0.0029656320034819952,0.9012679348521545,0.9133987318145121
linear,gaussian,mixture,Oracle-WCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,0.0,0.0,1.0,1.0,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,mixture,Oracle-WCP-Ridge,0.5,0.9023466666666666,0.01288152200616846,0.010959999999999944,0.004306666666666657,3.3370341879559007,4.154035448593628,0.006066666666666633,0.7048007707251535,0.6903953225820427,0.017730506217099325,,0.006594697609768034,0.0,0.0,1.0,1.0,0.0023518333925925555,0.8975366272987788,0.9071567060345544
linear,gaussian,mixture,Oracle-WCP-Ridge,1.0,0.9066533333333333,0.015274764704623401,0.013106666666666617,0.0032266666666666602,3.36182747258339,4.156941252041929,0.021066666666666605,0.4278950168380661,1.3810261671488984,0.03437158768851367,,0.014872026504538245,0.0,0.0,1.0,1.0,0.0027887777297686575,0.9009496424550909,0.9123570242115757
linear,gaussian,mixture,Oracle-WCP-Ridge,1.5,0.9092933333333334,0.019227475551719022,0.0158266666666666,0.0032666666666666534,3.3822444155400095,4.159005347819956,0.04134666666666662,0.2660669076402914,2.0739710255114354,0.05097210299272758,,0.0292606170283671,0.0,0.0,1.0,1.0,0.0035104406945185326,0.9021136759679552,0.9164729906987116
linear,gaussian,mixture,Oracle-WCP-Ridge,2.0,0.9108533333333334,0.02715792553823341,0.022159999999999954,0.0056533333333333305,3.399758898929019,4.20023699873361,0.06522666666666661,0.172175154334242,2.771409260975084,0.06758182686437261,,0.049240789153813996,0.0,0.0,1.0,1.0,0.0049583361441120225,0.9007123972757375,0.9209942693909293
linear,gaussian,mixture,SCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,mixture,SCP-Ridge,0.5,0.9004,0.010255763728517369,0.008853333333333293,0.00422666666666666,3.31718167462183,4.146795700337874,0.0,1.0,0.0,0.001,,0.006594697609768034,,,,,0.0018724377128507504,0.8965704348866305,0.9042295651133695
linear,gaussian,mixture,SCP-Ridge,1.0,0.9020666666666667,0.009344344899948582,0.00801333333333327,0.002973333333333313,3.31718167462183,4.141576412647299,0.0,1.0,0.0,0.001,,0.014872026504538245,,,,,0.0017060361622700643,0.8985774309370417,0.9055559023962917
linear,gaussian,mixture,SCP-Ridge,1.5,0.90224,0.00803688050650636,0.006346666666666617,0.0020533333333333233,3.31718167462183,4.122608928784458,0.0,1.0,0.0,0.001,,0.0292606170283671,,,,,0.0014673269151290259,0.899238979498479,0.9052410205015211
linear,gaussian,mixture,SCP-Ridge,2.0,0.9020933333333333,0.010152863816586978,0.008839999999999954,0.0033733333333333267,3.31718167462183,4.131536845278902,0.0,1.0,0.0,0.001,,0.049240789153813996,,,,,0.0018536508452075605,0.8983021916785504,0.9058844749881162
linear,gaussian,nonlinear,CQR-GBR,0.0,0.9002533333333333,0.010793859471887286,0.00934666666666662,0.004546666666666654,4.455768170812781,5.550571092848654,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0019706801050978218,0.8962228399672261,0.9042838266994406
linear,gaussian,nonlinear,CQR-GBR,0.5,0.9025466666666666,0.011625647429752889,0.009853333333333294,0.00365333333333333,4.46789998263212,5.542249045600073,0.0,1.0,0.0,0.001,,0.003891528429748477,,,,,0.002122543114292538,0.8982055785726109,0.9068877547607224
linear,gaussian,nonlinear,CQR-GBR,1.0,0.901,0.010208177925160024,0.008546666666666636,0.003773333333333333,4.487665238211917,5.62905070295206,0.0,1.0,0.0,0.001,,0.003944284776827403,,,,,0.0018637497735454762,0.8971882037176268,0.9048117962823733
linear,gaussian,nonlinear,CQR-GBR,1.5,0.8952133333333333,0.010201545972541855,0.009293333333333303,0.007039999999999983,4.518510855840585,5.802773492610435,0.0,1.0,0.0,0.001,,0.004076289402782493,,,,,0.0018625389501957174,0.8914040134627663,0.8990226532039003
linear,gaussian,nonlinear,CQR-GBR,2.0,0.8923866666666667,0.00957841442977415,0.009479999999999962,0.008546666666666636,4.556473223134387,6.054961289831025,0.0,1.0,0.0,0.001,,0.005303458467158574,,,,,0.0017487712161067617,0.8888100279381766,0.8959633053951567
linear,gaussian,nonlinear,Estimated-WCP-Primary,0.0,0.90064,0.008601266947575105,0.0068533333333332695,0.0031066666666666565,3.318802671581787,4.1479436559517,0.0,0.9550426617368609,0.212110043700626,0.00265061216472908,0.5020142266666666,0.0037278638262534633,0.20425659742420135,0.148286609088915,,0.9550426617368609,0.0015703693101034968,0.8974282341378809,0.9038517658621191
linear,gaussian,nonlinear,Estimated-WCP-Primary,0.5,0.9007333333333333,0.009649346353897307,0.00750666666666663,0.0033866666666666568,3.316774183234871,4.13623530916484,0.0,0.9555129233357302,0.21068773451462117,0.0028176635440033933,0.5024794933333333,0.003891528429748477,,,,,0.0017617215544032609,0.8971302081890836,0.9043364584775829
linear,gaussian,nonlinear,Estimated-WCP-Primary,1.0,0.9021866666666667,0.00959812242175461,0.008026666666666637,0.002919999999999993,3.318240240730068,4.126962141087697,0.0,0.9438022428882766,0.2382870239757436,0.0029686184892177797,0.5073877999999999,0.003944284776827403,,,,,0.0017523693866970378,0.898602668853028,0.9057706644803054
linear,gaussian,nonlinear,Estimated-WCP-Primary,1.5,0.9016266666666667,0.010465540608582282,0.00863999999999995,0.003506666666666653,3.3176534646723463,4.145214415413125,1.333333333333e-05,0.9120683377944784,0.306878471436713,0.004181874572295047,0.52246292,0.004076289402782493,,,,,0.00191073755593562,0.8977187695789309,0.9055345637544024
linear,gaussian,nonlinear,Estimated-WCP-Primary,2.0,0.9025733333333333,0.008494823305314005,0.007026666666666613,0.0022266666666666533,3.3142528594343506,4.121787542686604,0.0005066666666666234,0.8485054853700643,0.418020122232001,0.006750077356833497,0.5431105333333334,0.005303458467158574,,,,,0.0015509354487803584,0.8994013141804533,0.9057453524862134
linear,gaussian,nonlinear,Estimated-WCP-Sensitivity,0.0,0.9007733333333333,0.008710474603377942,0.0070666666666666066,0.0031466666666666566,3.3194514326491595,4.148007276453345,0.0,0.9690246847633374,0.1751418066479559,0.0022519885607745066,0.50201148,0.0037278638262534633,0.170928821625497,0.1240107258453747,,0.9690246847633373,0.0015903078089486546,0.8975207886623564,0.9040258780043102
linear,gaussian,nonlinear,Estimated-WCP-Sensitivity,0.5,0.9006933333333333,0.00962521592532841,0.00749333333333329,0.0033999999999999864,3.316854217568533,4.136234931877213,0.0,0.9696350787495888,0.17307591868084057,0.00238033642475227,0.50239676,0.003891528429748477,,,,,0.0017573159610534436,0.897099218639194,0.9042874480274727
linear,gaussian,nonlinear,Estimated-WCP-Sensitivity,1.0,0.9022266666666667,0.009427579984694711,0.00795999999999996,0.00286666666666666,3.319183648011659,4.126728812787644,0.0,0.9623572660970898,0.1937447572673059,0.0024637200130262766,0.5072764,0.003944284776827403,,,,,0.0017212327401005007,0.8987063504456039,0.9057469828877296
linear,gaussian,nonlinear,Estimated-WCP-Sensitivity,1.5,0.9017733333333333,0.010303361799326286,0.00862666666666662,0.0034266666666666534,3.318196342656636,4.145149889045147,0.0,0.9452579608146121,0.23785429311596387,0.0031927353591492034,0.52208652,0.004076289402782493,,,,,0.0018811278918760077,0.8979259948082259,0.9056206718584408
linear,gaussian,nonlinear,Estimated-WCP-Sensitivity,2.0,0.9022933333333333,0.008419965326054145,0.00666666666666663,0.00218666666666666,3.3140317429807187,4.121552113339222,0.00026666666666662667,0.921368526470554,0.2877163741861919,0.00430794136744129,0.5418208,0.005303458467158574,,,,,0.0015372683141637322,0.8991492666092943,0.9054374000573723
linear,gaussian,nonlinear,Oracle-WCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,0.0,0.0,1.0,1.0,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,nonlinear,SCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,nonlinear,SCP-Ridge,0.5,0.9008,0.009768633829587025,0.007786666666666627,0.003493333333333323,3.31718167462183,4.136361806796807,0.0,1.0,0.0,0.001,,0.003891528429748477,,,,,0.00178350036815763,0.8971523321802894,0.9044476678197106
linear,gaussian,nonlinear,SCP-Ridge,1.0,0.9020933333333333,0.008871610409861798,0.00702666666666663,0.002466666666666657,3.31718167462183,4.126290704256069,0.0,1.0,0.0,0.001,,0.003944284776827403,,,,,0.0016197270476263196,0.8987806195633639,0.9054060471033027
linear,gaussian,nonlinear,SCP-Ridge,1.5,0.9015733333333333,0.009792288779454473,0.008186666666666627,0.0033066666666666635,3.31718167462183,4.144514538170509,0.0,1.0,0.0,0.001,,0.004076289402782493,,,,,0.0017878191513706484,0.8979168326101775,0.9052298340564892
linear,gaussian,nonlinear,SCP-Ridge,2.0,0.9024533333333333,0.008436854019545815,0.007173333333333286,0.0023599999999999936,3.31718167462183,4.121301297237332,0.0,1.0,0.0,0.001,,0.005303458467158574,,,,,0.0015403517536277916,0.8993029602675027,0.905603706399164
linear,gaussian,tail_mixture,CQR-GBR,0.0,0.9002533333333333,0.010793859471887286,0.00934666666666662,0.004546666666666654,4.455768170812781,5.550571092848654,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0019706801050978218,0.8962228399672261,0.9042838266994406
linear,gaussian,tail_mixture,CQR-GBR,0.5,0.8816,0.010774170901776608,0.018426666666666654,0.018413333333333323,4.5851326815098234,6.791349122687757,0.0,1.0,0.0,0.001,,0.00555953160454093,,,,,0.0019670854804396086,0.8775768584667961,0.885623141533204
linear,gaussian,tail_mixture,CQR-GBR,1.0,0.86068,0.011911466512682581,0.03931999999999997,0.03931999999999997,4.721619575936845,8.053978425336782,0.0,1.0,0.0,0.001,,0.009395952413954613,,,,,0.0021747263006545487,0.8562321853063757,0.8651278146936243
linear,gaussian,tail_mixture,CQR-GBR,1.5,0.8397066666666666,0.012658237970023599,0.06029333333333332,0.06029333333333332,4.851614925665031,9.231130140149101,0.0,1.0,0.0,0.001,,0.01700501553297547,,,,,0.0023110674914834425,0.8349800029281154,0.8444333304052178
linear,gaussian,tail_mixture,CQR-GBR,2.0,0.8211866666666666,0.014536701075585192,0.07881333333333332,0.07881333333333332,4.9779522274279175,10.415495196441992,0.0,1.0,0.0,0.001,,0.026927714864414327,,,,,0.00265402636360254,0.815758573276825,0.8266147600565082
linear,gaussian,tail_mixture,Estimated-WCP-Primary,0.0,0.90064,0.008601266947575105,0.0068533333333332695,0.0031066666666666565,3.318802671581787,4.1479436559517,0.0,0.9550426617368609,0.212110043700626,0.00265061216472908,0.5020142266666666,0.0037278638262534633,0.20425659742420135,0.148286609088915,,0.9550426617368609,0.0015703693101034968,0.8974282341378809,0.9038517658621191
linear,gaussian,tail_mixture,Estimated-WCP-Primary,0.5,0.9022666666666667,0.009935701330029013,0.008133333333333293,0.002933333333333327,3.332203372940432,4.157286392201591,0.0028533333333332902,0.9131746304690971,0.3047221030240051,0.00412401443283611,0.5300041333333333,0.00555953160454093,0.22798874995435295,0.17037017224400827,0.41512092501905046,3.1252688656305367,0.0018140025810303238,0.8985566148170382,0.9059767185162951
linear,gaussian,tail_mixture,Estimated-WCP-Primary,1.0,0.9065866666666668,0.009453907542180227,0.00914666666666663,0.0012799999999999999,3.3483338171949866,4.14380163269582,0.011653333333333273,0.8637668707831967,0.39503792124298076,0.005554377712286386,0.5680776533333333,0.009395952413954613,0.2634486829906243,0.20058446950933947,0.5413145785935355,7.988920190728643,0.0017260394724734442,0.903056519574073,0.9101168137592606
linear,gaussian,tail_mixture,Estimated-WCP-Primary,1.5,0.9074000000000001,0.009337060011329704,0.009399999999999933,0.00099999999999999,3.3655139553744817,4.156668006957704,0.02734666666666663,0.81662211646995,0.47256913424876235,0.00726990510306611,0.60543276,0.01700501553297547,0.2905715350744653,0.22812141236466307,0.6213801251280808,13.55130079022458,0.0017047061296615736,0.903913484492491,0.9108865155075092
linear,gaussian,tail_mixture,Estimated-WCP-Primary,2.0,0.9128666666666666,0.009857513617167565,0.01329333333333327,0.00021333333333333,3.3829615322250253,4.1389521189507725,0.05126666666666664,0.7660322987859447,0.552429361860485,0.008223153816439307,0.6388035733333334,0.026927714864414327,0.3194659996282658,0.2567286164878931,0.6789592979684141,18.95147876179449,0.00179972752301234,0.9091858105888397,0.9165475227444935
linear,gaussian,tail_mixture,Estimated-WCP-Sensitivity,0.0,0.9007733333333333,0.008710474603377942,0.0070666666666666066,0.0031466666666666566,3.3194514326491595,4.148007276453345,0.0,0.9690246847633374,0.1751418066479559,0.0022519885607745066,0.50201148,0.0037278638262534633,0.170928821625497,0.1240107258453747,,0.9690246847633373,0.0015903078089486546,0.8975207886623564,0.9040258780043102
linear,gaussian,tail_mixture,Estimated-WCP-Sensitivity,0.5,0.9019866666666666,0.009754777196887675,0.00806666666666662,0.0030399999999999833,3.331067377855729,4.157074011925365,0.0010799999999999733,0.9526297415122923,0.2206874750795978,0.0029534168949989868,0.5302779866666667,0.00555953160454093,0.1843258580108341,0.13248343562888426,0.42442071186224306,3.2803701046510616,0.001780970504724131,0.8983441729986408,0.9056291603346924
